candidate_id,score
CAND_0000742,65.48
CAND_0015345,65.48
CAND_0057488,65.48
CAND_0024492,65.48
CAND_0084693,65.48
CAND_0027333,65.48
CAND_0041662,65.48
CAND_0010451,65.48
CAND_0011757,65.48
CAND_0078998,65.48
CAND_0066249,65.48
CAND_0068375,65.48
CAND_0096520,65.48
CAND_0084084,65.47
CAND_0037156,65.47
CAND_0034395,65.47
CAND_0060066,65.47
CAND_0097288,65.47
CAND_0045783,65.47
CAND_0022399,65.47
CAND_0063843,65.47
CAND_0082551,65.47
CAND_0051611,65.47
CAND_0063323,65.47
CAND_0084397,65.47
CAND_0001838,65.47
CAND_0068228,65.47
CAND_0099889,65.47
CAND_0077170,65.47
CAND_0058317,65.46
CAND_0016737,65.46
CAND_0057966,65.46
CAND_0007577,65.46
CAND_0094091,65.46
CAND_0027513,65.46
CAND_0008589,65.46
CAND_0033138,65.46
CAND_0048446,65.46
CAND_0017462,65.46
CAND_0029991,65.45
CAND_0045420,65.45
CAND_0073610,65.45
CAND_0024014,65.45
CAND_0090874,65.45
CAND_0023434,65.45
CAND_0069167,65.45
CAND_0013801,65.45
CAND_0073204,65.45
CAND_0023401,65.45
CAND_0079673,65.45
CAND_0082720,65.45
CAND_0076904,65.45
CAND_0057025,65.45
CAND_0051815,65.45
CAND_0046276,65.44
CAND_0037387,65.44
CAND_0094507,65.44
CAND_0079080,65.44
CAND_0079344,65.44
CAND_0045281,65.44
CAND_0036119,65.44
CAND_0043702,65.44
CAND_0020566,65.44
CAND_0051805,65.44
CAND_0001837,65.44
CAND_0045766,65.44
CAND_0088332,65.43
CAND_0087422,65.43
CAND_0085373,65.43
CAND_0074231,65.43
CAND_0076745,65.43
CAND_0029167,65.43
CAND_0053822,65.43
CAND_0037045,65.43
CAND_0042535,65.43
CAND_0044462,65.43
CAND_0008502,65.43
CAND_0040977,65.43
CAND_0001133,65.43
CAND_0086164,65.42
CAND_0085521,65.42
CAND_0001205,65.42
CAND_0062980,65.42
CAND_0096612,65.42
CAND_0049994,65.42
CAND_0055175,65.42
CAND_0075217,65.41
CAND_0067628,65.41
CAND_0035721,65.41
CAND_0088711,65.41
CAND_0068102,65.41
CAND_0033545,65.41
CAND_0003893,65.41
CAND_0071461,65.41
CAND_0024581,65.41
CAND_0094604,65.41
CAND_0066061,65.41
CAND_0023824,65.41
CAND_0042868,65.41
CAND_0065139,65.41
CAND_0067101,65.41
CAND_0068742,65.4
CAND_0063113,65.4
CAND_0096856,65.4
CAND_0021894,65.4
CAND_0042993,65.4
CAND_0085383,65.4
CAND_0001896,65.4
CAND_0008988,65.4
CAND_0016636,65.4
CAND_0035042,65.4
CAND_0050229,65.4
CAND_0035310,65.39
CAND_0034373,65.39
CAND_0063635,65.39
CAND_0036047,65.39
CAND_0055763,65.39
CAND_0053898,65.39
CAND_0034018,65.39
CAND_0082749,65.39
CAND_0045437,65.39
CAND_0025500,65.39
CAND_0013096,65.39
CAND_0098936,65.39
CAND_0073877,65.39
CAND_0049509,65.39
CAND_0013316,65.39
CAND_0072286,65.39
CAND_0003957,65.39
CAND_0093810,65.39
CAND_0064347,65.38
CAND_0041309,65.38
CAND_0014369,65.38
CAND_0077879,65.38
CAND_0041215,65.38
CAND_0081785,65.38
CAND_0024231,65.38
CAND_0097962,65.38
CAND_0096790,65.38
CAND_0016402,65.38
CAND_0041512,65.38
CAND_0055550,65.38
CAND_0071122,65.38
CAND_0012086,65.38
CAND_0086267,65.38
CAND_0067800,65.38
CAND_0092552,65.38
CAND_0066544,65.37
CAND_0031146,65.37
CAND_0004221,65.37
CAND_0093617,65.37
CAND_0031166,65.37
CAND_0032223,65.37
CAND_0000545,65.37
CAND_0026141,65.37
CAND_0096133,65.37
CAND_0021341,65.37
CAND_0084579,65.37
CAND_0065931,65.36
CAND_0062060,65.36
CAND_0030328,65.36
CAND_0062330,65.36
CAND_0039852,65.36
CAND_0076027,65.36
CAND_0088076,65.36
CAND_0082950,65.36
CAND_0056559,65.36
CAND_0044683,65.36
CAND_0010811,65.36
CAND_0045832,65.36
CAND_0053450,65.36
CAND_0057051,65.36
CAND_0026505,65.35
CAND_0060222,65.35
CAND_0051586,65.35
CAND_0012461,65.35
CAND_0061751,65.35
CAND_0017760,65.35
CAND_0065469,65.35
CAND_0068590,65.35
CAND_0090614,65.35
CAND_0002957,65.35
CAND_0058432,65.35
CAND_0049191,65.35
CAND_0072128,65.34
CAND_0091446,65.34
CAND_0076736,65.34
CAND_0031239,65.34
CAND_0029653,65.34
CAND_0051318,65.34
CAND_0068398,65.34
CAND_0014990,65.34
CAND_0045052,65.34
CAND_0017327,65.34
CAND_0022002,65.34
CAND_0088704,65.34
CAND_0057039,65.34
CAND_0058960,65.34
CAND_0089085,65.34
CAND_0031118,65.34
CAND_0089365,65.33
CAND_0031033,65.33
CAND_0039435,65.33
CAND_0097008,65.33
CAND_0099407,65.33
CAND_0073687,65.33
CAND_0097581,65.33
CAND_0090294,65.33
CAND_0001524,65.33
CAND_0024963,65.33
CAND_0024475,65.32
CAND_0080755,65.32
CAND_0009214,65.32
CAND_0078109,65.32
CAND_0014092,65.32
CAND_0076912,65.32
CAND_0015543,65.32
CAND_0017382,65.32
CAND_0008783,65.32
CAND_0026578,65.32
CAND_0086585,65.32
CAND_0073345,65.32
CAND_0072436,65.32
CAND_0049049,65.32
CAND_0037475,65.32
CAND_0015944,65.31
CAND_0020599,65.31
CAND_0071505,65.31
CAND_0024987,65.31
CAND_0035836,65.31
CAND_0095252,65.31
CAND_0085330,65.31
CAND_0033510,65.31
CAND_0045704,65.31
CAND_0072830,65.31
CAND_0030845,65.31
CAND_0009758,65.31
CAND_0044428,65.31
CAND_0054203,65.31
CAND_0004541,65.3
CAND_0062312,65.3
CAND_0060845,65.3
CAND_0016539,65.3
CAND_0098806,65.3
CAND_0050450,65.3
CAND_0007629,65.3
CAND_0060424,65.3
CAND_0038292,65.3
CAND_0006285,65.3
CAND_0051228,65.3
CAND_0042283,65.3
CAND_0080673,65.3
CAND_0086891,65.3
CAND_0054556,65.3
CAND_0065060,65.3
CAND_0065623,65.29
CAND_0012685,65.29
CAND_0054834,65.29
CAND_0054795,65.29
CAND_0011126,65.29
CAND_0061754,65.29
CAND_0056124,65.29
CAND_0055912,65.29
CAND_0018877,65.29
CAND_0008963,65.29
CAND_0079191,65.29
CAND_0088694,65.29
CAND_0097921,65.29
CAND_0022005,65.28
CAND_0065881,65.28
CAND_0016136,65.28
CAND_0003370,65.28
CAND_0083394,65.28
CAND_0023694,65.28
CAND_0021884,65.28
CAND_0019516,65.28
CAND_0033953,65.28
CAND_0093630,65.28
CAND_0083088,65.28
CAND_0047897,65.28
CAND_0022516,65.28
CAND_0004398,65.28
CAND_0058650,65.28
CAND_0082164,65.28
CAND_0046830,65.28
CAND_0002141,65.28
CAND_0062972,65.28
CAND_0097477,65.27
CAND_0044083,65.27
CAND_0045359,65.27
CAND_0015155,65.27
CAND_0075922,65.27
CAND_0081151,65.27
CAND_0075828,65.27
CAND_0079685,65.27
CAND_0064521,65.27
CAND_0022833,65.27
CAND_0020379,65.27
CAND_0029777,65.27
CAND_0034338,65.27
CAND_0010753,65.27
CAND_0030167,65.27
CAND_0022042,65.27
CAND_0088155,65.26
CAND_0086244,65.26
CAND_0001290,65.26
CAND_0049589,65.26
CAND_0043982,65.26
CAND_0002671,65.26
CAND_0000974,65.26
CAND_0076334,65.26
CAND_0050396,65.26
CAND_0021734,65.26
CAND_0070910,65.25
CAND_0039930,65.25
CAND_0026209,65.25
CAND_0033058,65.25
CAND_0066705,65.25
CAND_0063979,65.25
CAND_0016524,65.25
CAND_0016522,65.25
CAND_0069203,65.25
CAND_0052492,65.25
CAND_0069435,65.25
CAND_0006956,65.25
CAND_0060157,65.25
CAND_0015591,65.25
CAND_0084360,65.25
CAND_0063892,65.25
CAND_0025197,65.24
CAND_0005088,65.24
CAND_0083441,65.24
CAND_0037565,65.24
CAND_0016407,65.24
CAND_0070496,65.24
CAND_0008538,65.24
CAND_0080502,65.24
CAND_0028401,65.24
CAND_0090245,65.24
CAND_0042135,65.24
CAND_0017542,65.24
CAND_0003958,65.23
CAND_0097455,65.23
CAND_0014450,65.23
CAND_0060861,65.23
CAND_0065987,65.23
CAND_0046003,65.23
CAND_0021065,65.23
CAND_0068362,65.23
CAND_0004579,65.23
CAND_0092739,65.23
CAND_0099121,65.23
CAND_0075799,65.23
CAND_0083799,65.22
CAND_0053596,65.22
CAND_0012710,65.22
CAND_0084924,65.22
CAND_0078478,65.22
CAND_0011629,65.22
CAND_0071979,65.22
CAND_0076868,65.22
CAND_0062664,65.22
CAND_0035082,65.22
CAND_0045488,65.22
CAND_0007453,65.22
CAND_0035288,65.22
CAND_0082242,65.22
CAND_0036364,65.21
CAND_0088745,65.21
CAND_0019384,65.21
CAND_0084550,65.21
CAND_0079286,65.21
CAND_0089166,65.21
CAND_0030095,65.21
CAND_0060419,65.21
CAND_0059695,65.21
CAND_0000718,65.21
CAND_0053946,65.21
CAND_0080462,65.21
CAND_0000580,65.21
CAND_0061503,65.21
CAND_0090917,65.21
CAND_0094985,65.21
CAND_0044135,65.2
CAND_0042863,65.2
CAND_0058045,65.2
CAND_0031726,65.2
CAND_0096127,65.2
CAND_0027711,65.2
CAND_0067514,65.2
CAND_0049716,65.2
CAND_0018079,65.2
CAND_0009928,65.2
CAND_0014635,65.2
CAND_0024440,65.2
CAND_0094812,65.2
CAND_0065015,65.2
CAND_0026106,65.2
CAND_0087169,65.2
CAND_0016943,65.19
CAND_0028019,65.19
CAND_0034331,65.19
CAND_0041357,65.19
CAND_0023078,65.19
CAND_0007663,65.19
CAND_0051568,65.19
CAND_0019025,65.19
CAND_0079512,65.19
CAND_0062183,65.19
CAND_0012515,65.19
CAND_0033352,65.19
CAND_0097710,65.19
CAND_0096649,65.18
CAND_0032942,65.18
CAND_0011973,65.18
CAND_0093466,65.18
CAND_0098015,65.18
CAND_0079285,65.18
CAND_0097303,65.18
CAND_0006190,65.18
CAND_0067011,65.18
CAND_0097082,65.18
CAND_0016510,65.18
CAND_0056200,65.17
CAND_0091103,65.17
CAND_0012430,65.17
CAND_0025783,65.17
CAND_0085087,65.17
CAND_0050740,65.17
CAND_0008021,65.17
CAND_0014720,65.17
CAND_0010042,65.17
CAND_0079114,65.17
CAND_0004217,65.17
CAND_0018004,65.17
CAND_0063761,65.17
CAND_0070892,65.17
CAND_0014304,65.17
CAND_0014189,65.17
CAND_0028692,65.17
CAND_0099843,65.17
CAND_0017532,65.17
CAND_0027914,65.17
CAND_0039957,65.17
CAND_0093357,65.17
CAND_0072189,65.17
CAND_0082620,65.16
CAND_0097768,65.16
CAND_0060564,65.16
CAND_0017068,65.16
CAND_0091794,65.16
CAND_0067882,65.16
CAND_0057867,65.16
CAND_0076900,65.16
CAND_0009730,65.16
CAND_0073310,65.16
CAND_0056161,65.16
CAND_0014306,65.16
CAND_0058874,65.16
CAND_0066294,65.16
CAND_0096626,65.16
CAND_0023968,65.16
CAND_0030517,65.15
CAND_0077758,65.15
CAND_0071173,65.15
CAND_0094731,65.15
CAND_0008568,65.15
CAND_0093359,65.15
CAND_0019323,65.15
CAND_0085046,65.15
CAND_0037726,65.15
CAND_0090708,65.15
CAND_0034948,65.15
CAND_0031186,65.15
CAND_0040195,65.15
CAND_0063267,65.15
CAND_0026154,65.15
CAND_0087619,65.15
CAND_0045373,65.15
CAND_0029018,65.15
CAND_0024144,65.15
CAND_0049202,65.15
CAND_0008937,65.15
CAND_0045477,65.14
CAND_0068281,65.14
CAND_0017988,65.14
CAND_0029764,65.14
CAND_0061427,65.14
CAND_0026908,65.14
CAND_0088506,65.14
CAND_0018750,65.14
CAND_0030755,65.14
CAND_0020135,65.14
CAND_0038812,65.13
CAND_0014190,65.13
CAND_0090385,65.13
CAND_0053804,65.13
CAND_0046619,65.13
CAND_0079236,65.13
CAND_0068001,65.13
CAND_0052966,65.13
CAND_0089293,65.13
CAND_0012289,65.13
CAND_0098196,65.12
CAND_0005621,65.12
CAND_0074573,65.12
CAND_0012567,65.12
CAND_0034353,65.12
CAND_0016344,65.12
CAND_0090010,65.12
CAND_0022422,65.12
CAND_0065885,65.12
CAND_0093913,65.12
CAND_0087229,65.12
CAND_0045080,65.12
CAND_0021446,65.12
CAND_0045662,65.12
CAND_0093682,65.12
CAND_0015464,65.12
CAND_0021882,65.12
CAND_0030802,65.12
CAND_0026806,65.12
CAND_0064648,65.11
CAND_0043827,65.11
CAND_0068872,65.11
CAND_0065454,65.11
CAND_0057354,65.11
CAND_0073975,65.11
CAND_0025866,65.11
CAND_0074322,65.11
CAND_0005773,65.11
CAND_0034915,65.11
CAND_0054838,65.11
CAND_0015165,65.11
CAND_0077528,65.11
CAND_0066005,65.11
CAND_0036986,65.1
CAND_0096272,65.1
CAND_0089191,65.1
CAND_0079834,65.1
CAND_0060645,65.1
CAND_0098851,65.1
CAND_0016127,65.1
CAND_0043694,65.1
CAND_0028884,65.1
CAND_0052171,65.1
CAND_0031803,65.09
CAND_0083912,65.09
CAND_0009932,65.09
CAND_0054779,65.09
CAND_0001115,65.09
CAND_0067345,65.09
CAND_0068632,65.09
CAND_0091885,65.09
CAND_0088310,65.09
CAND_0046483,65.09
CAND_0015568,65.09
CAND_0015635,65.09
CAND_0000579,65.09
CAND_0003739,65.09
CAND_0078358,65.08
CAND_0018657,65.08
CAND_0032244,65.08
CAND_0067688,65.08
CAND_0092226,65.08
CAND_0055878,65.08
CAND_0075561,65.08
CAND_0030657,65.08
CAND_0004902,65.08
CAND_0034735,65.08
CAND_0076921,65.08
CAND_0036573,65.08
CAND_0087875,65.08
CAND_0083511,65.08
CAND_0018182,65.07
CAND_0043095,65.07
CAND_0062411,65.07
CAND_0056042,65.07
CAND_0095858,65.07
CAND_0011850,65.07
CAND_0020764,65.07
CAND_0008134,65.07
CAND_0030576,65.07
CAND_0031376,65.07
CAND_0062233,65.07
CAND_0086021,65.07
CAND_0092090,65.07
CAND_0008661,65.07
CAND_0035628,65.07
CAND_0061715,65.07
CAND_0005772,65.07
CAND_0040648,65.07
CAND_0008317,65.07
CAND_0042167,65.07
CAND_0084902,65.07
CAND_0076802,65.06
CAND_0040822,65.06
CAND_0056840,65.06
CAND_0053817,65.06
CAND_0066623,65.06
CAND_0094716,65.06
CAND_0050455,65.06
CAND_0081889,65.06
CAND_0089422,65.06
CAND_0052742,65.06
CAND_0035493,65.06
CAND_0048225,65.06
CAND_0071565,65.06
CAND_0081524,65.06
CAND_0064629,65.05
CAND_0008276,65.05
CAND_0004081,65.05
CAND_0029220,65.05
CAND_0036487,65.05
CAND_0020588,65.05
CAND_0091125,65.05
CAND_0005195,65.05
CAND_0051039,65.05
CAND_0006506,65.05
CAND_0054363,65.05
CAND_0034709,65.05
CAND_0062612,65.05
CAND_0071584,65.05
CAND_0076939,65.05
CAND_0005393,65.04
CAND_0075188,65.04
CAND_0053419,65.04
CAND_0009760,65.04
CAND_0072952,65.04
CAND_0050114,65.04
CAND_0085449,65.04
CAND_0033344,65.04
CAND_0024410,65.04
CAND_0087829,65.04
CAND_0013015,65.04
CAND_0004965,65.04
CAND_0035893,65.03
CAND_0099769,65.03
CAND_0052720,65.03
CAND_0096591,65.03
CAND_0072437,65.03
CAND_0061642,65.03
CAND_0014580,65.03
CAND_0037115,65.03
CAND_0064593,65.03
CAND_0081091,65.03
CAND_0023194,65.03
CAND_0003572,65.03
CAND_0039077,65.03
CAND_0079662,65.03
CAND_0080444,65.03
CAND_0031123,65.02
CAND_0070993,65.02
CAND_0018058,65.02
CAND_0082094,65.02
CAND_0042776,65.02
CAND_0019276,65.02
CAND_0021061,65.02
CAND_0032593,65.02
CAND_0006640,65.02
CAND_0012741,65.02
CAND_0080504,65.01
CAND_0047698,65.01
CAND_0023831,65.01
CAND_0036562,65.01
CAND_0028767,65.01
CAND_0082090,65.01
CAND_0047639,65.01
CAND_0007823,65.01
CAND_0071453,65.01
CAND_0098068,65.01
CAND_0066870,65.01
CAND_0041198,65.01
CAND_0040856,65.01
CAND_0016053,65.01
CAND_0001508,65.01
CAND_0019628,65.0
CAND_0080420,65.0
CAND_0012305,65.0
CAND_0089689,65.0
CAND_0018706,65.0
CAND_0041584,65.0
CAND_0081943,65.0
CAND_0017400,65.0
CAND_0077809,65.0
CAND_0033818,65.0
CAND_0093793,65.0
CAND_0041696,65.0
CAND_0056256,65.0
CAND_0069318,65.0
CAND_0075065,64.99
CAND_0077251,64.99
CAND_0024291,64.99
CAND_0060527,64.99
CAND_0079031,64.99
CAND_0064385,64.99
CAND_0080938,64.99
CAND_0094562,64.99
CAND_0067035,64.99
CAND_0028855,64.99
CAND_0016268,64.99
CAND_0050471,64.99
CAND_0071371,64.99
CAND_0047011,64.98
CAND_0055091,64.98
CAND_0091327,64.98
CAND_0049526,64.98
CAND_0025767,64.98
CAND_0025025,64.98
CAND_0049996,64.98
CAND_0064570,64.98
CAND_0026085,64.98
CAND_0005107,64.98
CAND_0012437,64.98
CAND_0088861,64.97
CAND_0098617,64.97
CAND_0067893,64.97
CAND_0052217,64.97
CAND_0030293,64.97
CAND_0004907,64.97
CAND_0002943,64.97
CAND_0013957,64.97
CAND_0067532,64.97
CAND_0004275,64.97
CAND_0063125,64.97
CAND_0063061,64.97
CAND_0073507,64.96
CAND_0051421,64.96
CAND_0006182,64.96
CAND_0061780,64.96
CAND_0090226,64.96
CAND_0085090,64.96
CAND_0079396,64.96
CAND_0007180,64.96
CAND_0098794,64.96
CAND_0050047,64.96
CAND_0029987,64.96
CAND_0092815,64.96
CAND_0017522,64.96
CAND_0078367,64.95
CAND_0010883,64.95
CAND_0027273,64.95
CAND_0008887,64.95
CAND_0005110,64.95
CAND_0040124,64.95
CAND_0054700,64.95
CAND_0054724,64.95
CAND_0000906,64.95
CAND_0099491,64.94
CAND_0043008,64.94
CAND_0081926,64.94
CAND_0008711,64.94
CAND_0034946,64.94
CAND_0064542,64.94
CAND_0029313,64.94
CAND_0056086,64.94
CAND_0003743,64.94
CAND_0079736,64.94
CAND_0013414,64.94
CAND_0014336,64.94
CAND_0022203,64.93
CAND_0027680,64.93
CAND_0003529,64.93
CAND_0029598,64.93
CAND_0017081,64.93
CAND_0056830,64.93
CAND_0042465,64.93
CAND_0034769,64.93
CAND_0083236,64.93
CAND_0018985,64.93
CAND_0054160,64.93
CAND_0059181,64.93
CAND_0079439,64.93
CAND_0076281,64.93
CAND_0097236,64.92
CAND_0060120,64.92
CAND_0066584,64.92
CAND_0035862,64.92
CAND_0077384,64.92
CAND_0055006,64.92
CAND_0084829,64.92
CAND_0056883,64.92
CAND_0000139,64.92
CAND_0037666,64.92
CAND_0042296,64.92
CAND_0032319,64.92
CAND_0024635,64.92
CAND_0055104,64.92
CAND_0089346,64.92
CAND_0079413,64.92
CAND_0053027,64.92
CAND_0004397,64.92
CAND_0083481,64.91
CAND_0015894,64.91
CAND_0087206,64.91
CAND_0012172,64.91
CAND_0051770,64.91
CAND_0031717,64.91
CAND_0000349,64.91
CAND_0033178,64.91
CAND_0005014,64.91
CAND_0072202,64.91
CAND_0060694,64.91
CAND_0046490,64.91
CAND_0067926,64.91
CAND_0056779,64.91
CAND_0055900,64.91
CAND_0003291,64.91
CAND_0023860,64.91
CAND_0043510,64.9
CAND_0032368,64.9
CAND_0003299,64.9
CAND_0033482,64.9
CAND_0083843,64.9
CAND_0098569,64.9
CAND_0005148,64.9
CAND_0020290,64.9
CAND_0097246,64.9
CAND_0097745,64.89
CAND_0065963,64.89
CAND_0002697,64.89
CAND_0075213,64.89
CAND_0088521,64.89
CAND_0052685,64.89
CAND_0068303,64.89
CAND_0082623,64.89
CAND_0032889,64.89
CAND_0013241,64.89
CAND_0069733,64.89
CAND_0081300,64.89
CAND_0040543,64.89
CAND_0018738,64.89
CAND_0074153,64.89
CAND_0012923,64.89
CAND_0021730,64.89
CAND_0004437,64.89
CAND_0010437,64.89
CAND_0018921,64.89
CAND_0058870,64.88
CAND_0075352,64.88
CAND_0093409,64.88
CAND_0092377,64.88
CAND_0018610,64.88
CAND_0060112,64.88
CAND_0021163,64.88
CAND_0023825,64.88
CAND_0098002,64.88
CAND_0082860,64.88
CAND_0038499,64.87
CAND_0095306,64.87
CAND_0071632,64.87
CAND_0024664,64.87
CAND_0027867,64.87
CAND_0052660,64.87
CAND_0055300,64.87
CAND_0014935,64.87
CAND_0062066,64.87
CAND_0075721,64.87
CAND_0097846,64.87
CAND_0008287,64.87
CAND_0072131,64.86
CAND_0080817,64.86
CAND_0017627,64.86
CAND_0034415,64.86
CAND_0095195,64.86
CAND_0053453,64.86
CAND_0097719,64.86
CAND_0007981,64.86
CAND_0082347,64.86
CAND_0006759,64.86
CAND_0042688,64.86
CAND_0075010,64.86
CAND_0050336,64.86
CAND_0039512,64.86
CAND_0043371,64.86
CAND_0032140,64.86
CAND_0043671,64.86
CAND_0055289,64.86
CAND_0044898,64.86
CAND_0049462,64.85
CAND_0028674,64.85
CAND_0082591,64.85
CAND_0055458,64.85
CAND_0066557,64.85
CAND_0009091,64.85
CAND_0008794,64.85
CAND_0032638,64.85
CAND_0043191,64.85
CAND_0051743,64.85
CAND_0085722,64.85
CAND_0015556,64.85
CAND_0017985,64.85
CAND_0034241,64.85
CAND_0004706,64.84
CAND_0048889,64.84
CAND_0056478,64.84
CAND_0029789,64.84
CAND_0054107,64.84
CAND_0063192,64.84
CAND_0087590,64.84
CAND_0063718,64.84
CAND_0019991,64.84
CAND_0007082,64.84
CAND_0045020,64.84
CAND_0009520,64.83
CAND_0013807,64.83
CAND_0071147,64.83
CAND_0036553,64.83
CAND_0079599,64.83
CAND_0056808,64.83
CAND_0071804,64.83
CAND_0058062,64.83
CAND_0054467,64.83
CAND_0030530,64.83
CAND_0073450,64.83
CAND_0060365,64.83
CAND_0040106,64.83
CAND_0009748,64.83
CAND_0071202,64.82
CAND_0090934,64.82
CAND_0016632,64.82
CAND_0043770,64.82
CAND_0016758,64.82
CAND_0088753,64.82
CAND_0096827,64.82
CAND_0047044,64.82
CAND_0074469,64.82
CAND_0042850,64.82
CAND_0042823,64.82
CAND_0010467,64.82
CAND_0043893,64.82
CAND_0070488,64.82
CAND_0060474,64.81
CAND_0080473,64.81
CAND_0054709,64.81
CAND_0020707,64.81
CAND_0011820,64.81
CAND_0084871,64.81
CAND_0021686,64.81
CAND_0056483,64.81
CAND_0038514,64.81
CAND_0090836,64.81
CAND_0025114,64.8
CAND_0052895,64.8
CAND_0030832,64.8
CAND_0042510,64.8
CAND_0084023,64.8
CAND_0092684,64.8
CAND_0048774,64.8
CAND_0039774,64.8
CAND_0014593,64.8
CAND_0089513,64.8
CAND_0068250,64.8
CAND_0030947,64.8
CAND_0086103,64.79
CAND_0013636,64.79
CAND_0031651,64.79
CAND_0056983,64.79
CAND_0038605,64.79
CAND_0051573,64.79
CAND_0049039,64.79
CAND_0039561,64.79
CAND_0074646,64.79
CAND_0033392,64.79
CAND_0088200,64.79
CAND_0030854,64.79
CAND_0033741,64.79
CAND_0095621,64.78
CAND_0064502,64.78
CAND_0027150,64.78
CAND_0032022,64.78
CAND_0064292,64.78
CAND_0062434,64.78
CAND_0003091,64.78
CAND_0056711,64.78
CAND_0002839,64.78
CAND_0082862,64.78
CAND_0071931,64.78
CAND_0057746,64.78
CAND_0010377,64.78
CAND_0081476,64.78
CAND_0008318,64.78
CAND_0005138,64.78
CAND_0009839,64.78
CAND_0013556,64.78
CAND_0080812,64.78
CAND_0067184,64.78
CAND_0001731,64.78
CAND_0088797,64.77
CAND_0040224,64.77
CAND_0040265,64.77
CAND_0048130,64.77
CAND_0002122,64.77
CAND_0034230,64.77
CAND_0038405,64.77
CAND_0003127,64.77
CAND_0040375,64.77
CAND_0089031,64.77
CAND_0061998,64.77
CAND_0064463,64.77
CAND_0023781,64.77
CAND_0012450,64.77
CAND_0021190,64.77
CAND_0094460,64.76
CAND_0023065,64.76
CAND_0033837,64.76
CAND_0053481,64.76
CAND_0038572,64.76
CAND_0066641,64.76
CAND_0051970,64.76
CAND_0098336,64.76
CAND_0063750,64.76
CAND_0012298,64.76
CAND_0045971,64.76
CAND_0000187,64.76
CAND_0070273,64.76
CAND_0027693,64.75
CAND_0008467,64.75
CAND_0070277,64.75
CAND_0095967,64.75
CAND_0044023,64.75
CAND_0078908,64.75
CAND_0020726,64.75
CAND_0092913,64.75
CAND_0037171,64.75
CAND_0036548,64.75
CAND_0058387,64.75
CAND_0060081,64.75
CAND_0081451,64.75
CAND_0023660,64.75
CAND_0009190,64.75
CAND_0034750,64.75
CAND_0077338,64.75
CAND_0023706,64.75
CAND_0002325,64.75
CAND_0022479,64.75
CAND_0052333,64.74
CAND_0061193,64.74
CAND_0056318,64.74
CAND_0016068,64.74
CAND_0001350,64.74
CAND_0074311,64.74
CAND_0022739,64.74
CAND_0020019,64.74
CAND_0057688,64.74
CAND_0099521,64.74
CAND_0006550,64.73
CAND_0083792,64.73
CAND_0078437,64.73
CAND_0035872,64.73
CAND_0008666,64.73
CAND_0081310,64.73
CAND_0052080,64.73
CAND_0076351,64.73
CAND_0030535,64.73
CAND_0032182,64.73
CAND_0057335,64.73
CAND_0059888,64.73
CAND_0089801,64.73
CAND_0039314,64.73
CAND_0028058,64.73
CAND_0061092,64.73
CAND_0053768,64.73
CAND_0017202,64.73
CAND_0022491,64.72
CAND_0013772,64.72
CAND_0046250,64.72
CAND_0008906,64.72
CAND_0086565,64.72
CAND_0017434,64.72
CAND_0097748,64.72
CAND_0056364,64.72
CAND_0076030,64.72
CAND_0011415,64.72
CAND_0036224,64.72
CAND_0058312,64.72
CAND_0072134,64.72
CAND_0099925,64.72
CAND_0089880,64.71
CAND_0040544,64.71
CAND_0026652,64.71
CAND_0053524,64.71
CAND_0058467,64.71
CAND_0097323,64.71
CAND_0001158,64.71
CAND_0003724,64.71
CAND_0064658,64.71
CAND_0016651,64.71
CAND_0043904,64.71
CAND_0032738,64.71
CAND_0089052,64.71
CAND_0016158,64.7
CAND_0070570,64.7
CAND_0047358,64.7
CAND_0035328,64.7
CAND_0035553,64.7
CAND_0045197,64.7
CAND_0046139,64.7
CAND_0054576,64.7
CAND_0041911,64.7
CAND_0026776,64.7
CAND_0070300,64.7
CAND_0018762,64.7
CAND_0013881,64.7
CAND_0077430,64.7
CAND_0063358,64.7
CAND_0000384,64.7
CAND_0017798,64.69
CAND_0065538,64.69
CAND_0083022,64.69
CAND_0003332,64.69
CAND_0086060,64.69
CAND_0080858,64.69
CAND_0018760,64.69
CAND_0024048,64.69
CAND_0095499,64.69
CAND_0045544,64.69
CAND_0090676,64.69
CAND_0030643,64.69
CAND_0002407,64.69
CAND_0057959,64.69
CAND_0032472,64.69
CAND_0080184,64.68
CAND_0056309,64.68
CAND_0065550,64.68
CAND_0029038,64.68
CAND_0035152,64.68
CAND_0023186,64.68
CAND_0041239,64.68
CAND_0026099,64.68
CAND_0086877,64.68
CAND_0057462,64.68
CAND_0097895,64.67
CAND_0031808,64.67
CAND_0013950,64.67
CAND_0037187,64.67
CAND_0074097,64.67
CAND_0035056,64.67
CAND_0005255,64.67
CAND_0061781,64.67
CAND_0060728,64.67
CAND_0028426,64.67
CAND_0048473,64.67
CAND_0057516,64.67
CAND_0027197,64.67
CAND_0015602,64.67
CAND_0092709,64.67
CAND_0075743,64.67
CAND_0016986,64.67
CAND_0085520,64.67
CAND_0092380,64.67
CAND_0047927,64.67
CAND_0034866,64.67
CAND_0067060,64.67
CAND_0046238,64.66
CAND_0013407,64.66
CAND_0079101,64.66
CAND_0072906,64.66
CAND_0090243,64.66
CAND_0089480,64.66
CAND_0049460,64.66
CAND_0052136,64.66
CAND_0099587,64.66
CAND_0065380,64.66
CAND_0026231,64.66
CAND_0090602,64.66
